Timestamp,Source_Sat,Destination_Network,Next_Hop_IP
103018,STARLINK-1484,192.168.26.88/30,192.168.26.145
103018,STARLINK-1484,192.168.30.52/30,192.168.11.122
103018,STARLINK-1484,192.168.4.40/30,192.168.11.122
103018,STARLINK-1484,192.168.19.68/30,192.168.11.122
103018,STARLINK-1484,192.168.10.220/30,192.168.11.122
103018,STARLINK-1484,192.168.28.12/30,192.168.11.122
103018,STARLINK-1484,192.168.27.188/30,192.168.11.122
103018,STARLINK-1484,192.168.1.12/30,192.168.11.122
103018,STARLINK-1484,192.168.1.8/30,192.168.11.122
103018,STARLINK-1484,192.168.28.172/30,192.168.11.122
103018,STARLINK-1484,192.168.11.116/30,192.168.11.122
103018,STARLINK-1484,192.168.11.112/30,192.168.11.122
103018,STARLINK-2144,192.168.30.52/30,192.168.26.90
103018,STARLINK-2144,192.168.4.40/30,192.168.26.90
103018,STARLINK-2144,192.168.19.68/30,192.168.26.90
103018,STARLINK-2144,192.168.10.220/30,192.168.26.90
103018,STARLINK-2144,192.168.28.12/30,192.168.26.90
103018,STARLINK-2144,192.168.27.188/30,192.168.26.90
103018,STARLINK-2144,192.168.1.12/30,192.168.26.90
103018,STARLINK-2144,192.168.1.8/30,192.168.26.90
103018,STARLINK-2144,192.168.28.172/30,192.168.26.90
103018,STARLINK-2144,192.168.11.116/30,192.168.26.90
103018,STARLINK-2144,192.168.11.112/30,192.168.26.90
103018,STARLINK-2144,192.168.11.120/30,192.168.26.90
103018,STARLINK-2144,192.168.26.144/30,192.168.26.90
103018,STARLINK-1816,192.168.26.84/30,192.168.10.221
103018,STARLINK-1816,192.168.26.88/30,192.168.10.221
103018,STARLINK-1816,192.168.26.144/30,192.168.10.221
103018,STARLINK-1816,192.168.11.120/30,192.168.10.221
103018,STARLINK-1816,192.168.11.112/30,192.168.10.221
103018,STARLINK-1816,192.168.11.116/30,192.168.10.221
103018,STARLINK-1816,192.168.28.172/30,192.168.10.221
103018,STARLINK-1816,192.168.1.8/30,192.168.10.221
103018,STARLINK-1816,192.168.1.12/30,192.168.10.221
103018,STARLINK-1816,192.168.27.188/30,192.168.10.221
103018,STARLINK-1816,192.168.28.12/30,192.168.10.221
103018,STARLINK-1816,192.168.30.52/30,192.168.19.70
103018,STARLINK-1816,192.168.4.40/30,192.168.19.70
103018,STARLINK-2312,192.168.26.84/30,192.168.4.41
103018,STARLINK-2312,192.168.26.88/30,192.168.4.41
103018,STARLINK-2312,192.168.26.144/30,192.168.4.41
103018,STARLINK-2312,192.168.11.120/30,192.168.4.41
103018,STARLINK-2312,192.168.11.112/30,192.168.4.41
103018,STARLINK-2312,192.168.11.116/30,192.168.4.41
103018,STARLINK-2312,192.168.28.172/30,192.168.4.41
103018,STARLINK-2312,192.168.1.8/30,192.168.4.41
103018,STARLINK-2312,192.168.1.12/30,192.168.4.41
103018,STARLINK-2312,192.168.27.188/30,192.168.4.41
103018,STARLINK-2312,192.168.28.12/30,192.168.4.41
103018,STARLINK-2312,192.168.10.220/30,192.168.4.41
103018,STARLINK-2312,192.168.19.68/30,192.168.4.41
103018,STARLINK-1478,192.168.26.84/30,192.168.11.114
103018,STARLINK-1478,192.168.26.88/30,192.168.11.114
103018,STARLINK-1478,192.168.26.144/30,192.168.11.114
103018,STARLINK-1478,192.168.11.120/30,192.168.11.114
103018,STARLINK-1478,192.168.30.52/30,192.168.11.118
103018,STARLINK-1478,192.168.4.40/30,192.168.11.118
103018,STARLINK-1478,192.168.19.68/30,192.168.11.118
103018,STARLINK-1478,192.168.10.220/30,192.168.11.118
103018,STARLINK-1478,192.168.28.12/30,192.168.11.118
103018,STARLINK-1478,192.168.27.188/30,192.168.11.118
103018,STARLINK-1478,192.168.1.12/30,192.168.11.118
103018,STARLINK-1478,192.168.1.8/30,192.168.11.118
103018,STARLINK-1478,192.168.28.172/30,192.168.11.118
103018,STARLINK-2159,192.168.30.52/30,192.168.26.85
103018,STARLINK-2159,192.168.4.40/30,192.168.26.85
103018,STARLINK-2159,192.168.19.68/30,192.168.26.85
103018,STARLINK-2159,192.168.10.220/30,192.168.26.85
103018,STARLINK-2159,192.168.28.12/30,192.168.26.85
103018,STARLINK-2159,192.168.27.188/30,192.168.26.85
103018,STARLINK-2159,192.168.1.12/30,192.168.26.85
103018,STARLINK-2159,192.168.1.8/30,192.168.26.85
103018,STARLINK-2159,192.168.28.172/30,192.168.26.85
103018,STARLINK-2159,192.168.11.116/30,192.168.26.85
103018,STARLINK-2159,192.168.11.112/30,192.168.26.85
103018,STARLINK-2159,192.168.11.120/30,192.168.26.85
103018,STARLINK-2159,192.168.26.144/30,192.168.26.85
103018,STARLINK-2159,192.168.26.88/30,192.168.26.85
103018,STARLINK-1511,192.168.26.84/30,192.168.11.121
103018,STARLINK-1511,192.168.26.88/30,192.168.11.121
103018,STARLINK-1511,192.168.26.144/30,192.168.11.121
103018,STARLINK-1511,192.168.30.52/30,192.168.11.113
103018,STARLINK-1511,192.168.4.40/30,192.168.11.113
103018,STARLINK-1511,192.168.19.68/30,192.168.11.113
103018,STARLINK-1511,192.168.10.220/30,192.168.11.113
103018,STARLINK-1511,192.168.28.12/30,192.168.11.113
103018,STARLINK-1511,192.168.27.188/30,192.168.11.113
103018,STARLINK-1511,192.168.1.12/30,192.168.11.113
103018,STARLINK-1511,192.168.1.8/30,192.168.11.113
103018,STARLINK-1511,192.168.28.172/30,192.168.11.113
103018,STARLINK-1511,192.168.11.116/30,192.168.11.113
103018,STARLINK-1054,192.168.26.84/30,192.168.1.10
103018,STARLINK-1054,192.168.26.88/30,192.168.1.10
103018,STARLINK-1054,192.168.26.144/30,192.168.1.10
103018,STARLINK-1054,192.168.11.120/30,192.168.1.10
103018,STARLINK-1054,192.168.11.112/30,192.168.1.10
103018,STARLINK-1054,192.168.11.116/30,192.168.1.10
103018,STARLINK-1054,192.168.28.172/30,192.168.1.10
103018,STARLINK-1054,192.168.30.52/30,192.168.1.14
103018,STARLINK-1054,192.168.4.40/30,192.168.1.14
103018,STARLINK-1054,192.168.19.68/30,192.168.1.14
103018,STARLINK-1054,192.168.10.220/30,192.168.1.14
103018,STARLINK-1054,192.168.28.12/30,192.168.1.14
103018,STARLINK-1054,192.168.27.188/30,192.168.1.14
103018,STARLINK-1471,192.168.26.84/30,192.168.28.13
103018,STARLINK-1471,192.168.26.88/30,192.168.28.13
103018,STARLINK-1471,192.168.26.144/30,192.168.28.13
103018,STARLINK-1471,192.168.11.120/30,192.168.28.13
103018,STARLINK-1471,192.168.11.112/30,192.168.28.13
103018,STARLINK-1471,192.168.11.116/30,192.168.28.13
103018,STARLINK-1471,192.168.28.172/30,192.168.28.13
103018,STARLINK-1471,192.168.1.8/30,192.168.28.13
103018,STARLINK-1471,192.168.1.12/30,192.168.28.13
103018,STARLINK-1471,192.168.27.188/30,192.168.28.13
103018,STARLINK-1471,192.168.30.52/30,192.168.10.222
103018,STARLINK-1471,192.168.4.40/30,192.168.10.222
103018,STARLINK-1471,192.168.19.68/30,192.168.10.222
103018,STARLINK-1791,192.168.26.84/30,192.168.30.53
103018,STARLINK-1791,192.168.26.88/30,192.168.30.53
103018,STARLINK-1791,192.168.26.144/30,192.168.30.53
103018,STARLINK-1791,192.168.11.120/30,192.168.30.53
103018,STARLINK-1791,192.168.11.112/30,192.168.30.53
103018,STARLINK-1791,192.168.11.116/30,192.168.30.53
103018,STARLINK-1791,192.168.28.172/30,192.168.30.53
103018,STARLINK-1791,192.168.1.8/30,192.168.30.53
103018,STARLINK-1791,192.168.1.12/30,192.168.30.53
103018,STARLINK-1791,192.168.27.188/30,192.168.30.53
103018,STARLINK-1791,192.168.28.12/30,192.168.30.53
103018,STARLINK-1791,192.168.10.220/30,192.168.30.53
103018,STARLINK-1791,192.168.19.68/30,192.168.30.53
103018,STARLINK-1791,192.168.4.40/30,192.168.30.53
103018,STARLINK-2431,192.168.26.84/30,192.168.11.117
103018,STARLINK-2431,192.168.26.88/30,192.168.11.117
103018,STARLINK-2431,192.168.26.144/30,192.168.11.117
103018,STARLINK-2431,192.168.11.120/30,192.168.11.117
103018,STARLINK-2431,192.168.11.112/30,192.168.11.117
103018,STARLINK-2431,192.168.30.52/30,192.168.28.174
103018,STARLINK-2431,192.168.4.40/30,192.168.28.174
103018,STARLINK-2431,192.168.19.68/30,192.168.28.174
103018,STARLINK-2431,192.168.10.220/30,192.168.28.174
103018,STARLINK-2431,192.168.28.12/30,192.168.28.174
103018,STARLINK-2431,192.168.27.188/30,192.168.28.174
103018,STARLINK-2431,192.168.1.12/30,192.168.28.174
103018,STARLINK-2431,192.168.1.8/30,192.168.28.174
103018,STARLINK-1062,192.168.26.84/30,192.168.28.173
103018,STARLINK-1062,192.168.26.88/30,192.168.28.173
103018,STARLINK-1062,192.168.26.144/30,192.168.28.173
103018,STARLINK-1062,192.168.11.120/30,192.168.28.173
103018,STARLINK-1062,192.168.11.112/30,192.168.28.173
103018,STARLINK-1062,192.168.11.116/30,192.168.28.173
103018,STARLINK-1062,192.168.30.52/30,192.168.1.9
103018,STARLINK-1062,192.168.4.40/30,192.168.1.9
103018,STARLINK-1062,192.168.19.68/30,192.168.1.9
103018,STARLINK-1062,192.168.10.220/30,192.168.1.9
103018,STARLINK-1062,192.168.28.12/30,192.168.1.9
103018,STARLINK-1062,192.168.27.188/30,192.168.1.9
103018,STARLINK-1062,192.168.1.12/30,192.168.1.9
103018,STARLINK-2380,192.168.26.84/30,192.168.1.13
103018,STARLINK-2380,192.168.26.88/30,192.168.1.13
103018,STARLINK-2380,192.168.26.144/30,192.168.1.13
103018,STARLINK-2380,192.168.11.120/30,192.168.1.13
103018,STARLINK-2380,192.168.11.112/30,192.168.1.13
103018,STARLINK-2380,192.168.11.116/30,192.168.1.13
103018,STARLINK-2380,192.168.28.172/30,192.168.1.13
103018,STARLINK-2380,192.168.1.8/30,192.168.1.13
103018,STARLINK-2380,192.168.30.52/30,192.168.27.190
103018,STARLINK-2380,192.168.4.40/30,192.168.27.190
103018,STARLINK-2380,192.168.19.68/30,192.168.27.190
103018,STARLINK-2380,192.168.10.220/30,192.168.27.190
103018,STARLINK-2380,192.168.28.12/30,192.168.27.190
103035,STARLINK-1152,192.168.40.160/30,192.168.19.69
103035,STARLINK-1152,192.168.26.84/30,192.168.19.69
103035,STARLINK-1152,192.168.26.88/30,192.168.19.69
103035,STARLINK-1152,192.168.26.144/30,192.168.19.69
103035,STARLINK-1152,192.168.11.120/30,192.168.19.69
103035,STARLINK-1152,192.168.11.112/30,192.168.19.69
103035,STARLINK-1152,192.168.11.116/30,192.168.19.69
103035,STARLINK-1152,192.168.28.172/30,192.168.19.69
103035,STARLINK-1152,192.168.1.8/30,192.168.19.69
103035,STARLINK-1152,192.168.1.12/30,192.168.19.69
103035,STARLINK-1152,192.168.27.188/30,192.168.19.69
103035,STARLINK-1152,192.168.28.12/30,192.168.19.69
103035,STARLINK-1152,192.168.10.220/30,192.168.19.69
103035,STARLINK-1152,192.168.30.52/30,192.168.4.42
103035,STARLINK-2160,192.168.40.160/30,192.168.26.89
103035,STARLINK-2160,192.168.26.84/30,192.168.26.89
103035,STARLINK-2160,192.168.30.52/30,192.168.26.146
103035,STARLINK-2160,192.168.4.40/30,192.168.26.146
103035,STARLINK-2160,192.168.19.68/30,192.168.26.146
103035,STARLINK-2160,192.168.10.220/30,192.168.26.146
103035,STARLINK-2160,192.168.28.12/30,192.168.26.146
103035,STARLINK-2160,192.168.27.188/30,192.168.26.146
103035,STARLINK-2160,192.168.1.12/30,192.168.26.146
103035,STARLINK-2160,192.168.1.8/30,192.168.26.146
103035,STARLINK-2160,192.168.28.172/30,192.168.26.146
103035,STARLINK-2160,192.168.11.116/30,192.168.26.146
103035,STARLINK-2160,192.168.11.112/30,192.168.26.146
103035,STARLINK-2160,192.168.11.120/30,192.168.26.146
103035,STARLINK-2394,192.168.40.160/30,192.168.27.189
103035,STARLINK-2394,192.168.26.84/30,192.168.27.189
103035,STARLINK-2394,192.168.26.88/30,192.168.27.189
103035,STARLINK-2394,192.168.26.144/30,192.168.27.189
103035,STARLINK-2394,192.168.11.120/30,192.168.27.189
103035,STARLINK-2394,192.168.11.112/30,192.168.27.189
103035,STARLINK-2394,192.168.11.116/30,192.168.27.189
103035,STARLINK-2394,192.168.28.172/30,192.168.27.189
103035,STARLINK-2394,192.168.1.8/30,192.168.27.189
103035,STARLINK-2394,192.168.1.12/30,192.168.27.189
103035,STARLINK-2394,192.168.30.52/30,192.168.28.14
103035,STARLINK-2394,192.168.4.40/30,192.168.28.14
103035,STARLINK-2394,192.168.19.68/30,192.168.28.14
103035,STARLINK-2394,192.168.10.220/30,192.168.28.14
103035,STARLINK-1484,192.168.40.160/30,192.168.26.145
103035,STARLINK-1484,192.168.26.84/30,192.168.26.145
103035,STARLINK-1484,192.168.26.88/30,192.168.26.145
103035,STARLINK-1484,192.168.30.52/30,192.168.11.122
103035,STARLINK-1484,192.168.4.40/30,192.168.11.122
103035,STARLINK-1484,192.168.19.68/30,192.168.11.122
103035,STARLINK-1484,192.168.10.220/30,192.168.11.122
103035,STARLINK-1484,192.168.28.12/30,192.168.11.122
103035,STARLINK-1484,192.168.27.188/30,192.168.11.122
103035,STARLINK-1484,192.168.1.12/30,192.168.11.122
103035,STARLINK-1484,192.168.1.8/30,192.168.11.122
103035,STARLINK-1484,192.168.28.172/30,192.168.11.122
103035,STARLINK-1484,192.168.11.116/30,192.168.11.122
103035,STARLINK-1484,192.168.11.112/30,192.168.11.122
103035,STARLINK-2144,192.168.40.160/30,192.168.26.86
103035,STARLINK-2144,192.168.30.52/30,192.168.26.90
103035,STARLINK-2144,192.168.4.40/30,192.168.26.90
103035,STARLINK-2144,192.168.19.68/30,192.168.26.90
103035,STARLINK-2144,192.168.10.220/30,192.168.26.90
103035,STARLINK-2144,192.168.28.12/30,192.168.26.90
103035,STARLINK-2144,192.168.27.188/30,192.168.26.90
103035,STARLINK-2144,192.168.1.12/30,192.168.26.90
103035,STARLINK-2144,192.168.1.8/30,192.168.26.90
103035,STARLINK-2144,192.168.28.172/30,192.168.26.90
103035,STARLINK-2144,192.168.11.116/30,192.168.26.90
103035,STARLINK-2144,192.168.11.112/30,192.168.26.90
103035,STARLINK-2144,192.168.11.120/30,192.168.26.90
103035,STARLINK-2144,192.168.26.144/30,192.168.26.90
103035,STARLINK-1816,192.168.40.160/30,192.168.10.221
103035,STARLINK-1816,192.168.26.84/30,192.168.10.221
103035,STARLINK-1816,192.168.26.88/30,192.168.10.221
103035,STARLINK-1816,192.168.26.144/30,192.168.10.221
103035,STARLINK-1816,192.168.11.120/30,192.168.10.221
103035,STARLINK-1816,192.168.11.112/30,192.168.10.221
103035,STARLINK-1816,192.168.11.116/30,192.168.10.221
103035,STARLINK-1816,192.168.28.172/30,192.168.10.221
103035,STARLINK-1816,192.168.1.8/30,192.168.10.221
103035,STARLINK-1816,192.168.1.12/30,192.168.10.221
103035,STARLINK-1816,192.168.27.188/30,192.168.10.221
103035,STARLINK-1816,192.168.28.12/30,192.168.10.221
103035,STARLINK-1816,192.168.30.52/30,192.168.19.70
103035,STARLINK-1816,192.168.4.40/30,192.168.19.70
103035,STARLINK-2312,192.168.40.160/30,192.168.4.41
103035,STARLINK-2312,192.168.26.84/30,192.168.4.41
103035,STARLINK-2312,192.168.26.88/30,192.168.4.41
103035,STARLINK-2312,192.168.26.144/30,192.168.4.41
103035,STARLINK-2312,192.168.11.120/30,192.168.4.41
103035,STARLINK-2312,192.168.11.112/30,192.168.4.41
103035,STARLINK-2312,192.168.11.116/30,192.168.4.41
103035,STARLINK-2312,192.168.28.172/30,192.168.4.41
103035,STARLINK-2312,192.168.1.8/30,192.168.4.41
103035,STARLINK-2312,192.168.1.12/30,192.168.4.41
103035,STARLINK-2312,192.168.27.188/30,192.168.4.41
103035,STARLINK-2312,192.168.28.12/30,192.168.4.41
103035,STARLINK-2312,192.168.10.220/30,192.168.4.41
103035,STARLINK-2312,192.168.19.68/30,192.168.4.41
103035,STARLINK-1478,192.168.40.160/30,192.168.11.114
103035,STARLINK-1478,192.168.26.84/30,192.168.11.114
103035,STARLINK-1478,192.168.26.88/30,192.168.11.114
103035,STARLINK-1478,192.168.26.144/30,192.168.11.114
103035,STARLINK-1478,192.168.11.120/30,192.168.11.114
103035,STARLINK-1478,192.168.30.52/30,192.168.11.118
103035,STARLINK-1478,192.168.4.40/30,192.168.11.118
103035,STARLINK-1478,192.168.19.68/30,192.168.11.118
103035,STARLINK-1478,192.168.10.220/30,192.168.11.118
103035,STARLINK-1478,192.168.28.12/30,192.168.11.118
103035,STARLINK-1478,192.168.27.188/30,192.168.11.118
103035,STARLINK-1478,192.168.1.12/30,192.168.11.118
103035,STARLINK-1478,192.168.1.8/30,192.168.11.118
103035,STARLINK-1478,192.168.28.172/30,192.168.11.118
103035,STARLINK-2159,192.168.30.52/30,192.168.26.85
103035,STARLINK-2159,192.168.4.40/30,192.168.26.85
103035,STARLINK-2159,192.168.19.68/30,192.168.26.85
103035,STARLINK-2159,192.168.10.220/30,192.168.26.85
103035,STARLINK-2159,192.168.28.12/30,192.168.26.85
103035,STARLINK-2159,192.168.27.188/30,192.168.26.85
103035,STARLINK-2159,192.168.1.12/30,192.168.26.85
103035,STARLINK-2159,192.168.1.8/30,192.168.26.85
103035,STARLINK-2159,192.168.28.172/30,192.168.26.85
103035,STARLINK-2159,192.168.11.116/30,192.168.26.85
103035,STARLINK-2159,192.168.11.112/30,192.168.26.85
103035,STARLINK-2159,192.168.11.120/30,192.168.26.85
103035,STARLINK-2159,192.168.26.144/30,192.168.26.85
103035,STARLINK-2159,192.168.26.88/30,192.168.26.85
103035,STARLINK-1511,192.168.40.160/30,192.168.11.121
103035,STARLINK-1511,192.168.26.84/30,192.168.11.121
103035,STARLINK-1511,192.168.26.88/30,192.168.11.121
103035,STARLINK-1511,192.168.26.144/30,192.168.11.121
103035,STARLINK-1511,192.168.30.52/30,192.168.11.113
103035,STARLINK-1511,192.168.4.40/30,192.168.11.113
103035,STARLINK-1511,192.168.19.68/30,192.168.11.113
103035,STARLINK-1511,192.168.10.220/30,192.168.11.113
103035,STARLINK-1511,192.168.28.12/30,192.168.11.113
103035,STARLINK-1511,192.168.27.188/30,192.168.11.113
103035,STARLINK-1511,192.168.1.12/30,192.168.11.113
103035,STARLINK-1511,192.168.1.8/30,192.168.11.113
103035,STARLINK-1511,192.168.28.172/30,192.168.11.113
103035,STARLINK-1511,192.168.11.116/30,192.168.11.113
103035,STARLINK-1054,192.168.40.160/30,192.168.1.10
103035,STARLINK-1054,192.168.26.84/30,192.168.1.10
103035,STARLINK-1054,192.168.26.88/30,192.168.1.10
103035,STARLINK-1054,192.168.26.144/30,192.168.1.10
103035,STARLINK-1054,192.168.11.120/30,192.168.1.10
103035,STARLINK-1054,192.168.11.112/30,192.168.1.10
103035,STARLINK-1054,192.168.11.116/30,192.168.1.10
103035,STARLINK-1054,192.168.28.172/30,192.168.1.10
103035,STARLINK-1054,192.168.30.52/30,192.168.1.14
103035,STARLINK-1054,192.168.4.40/30,192.168.1.14
103035,STARLINK-1054,192.168.19.68/30,192.168.1.14
103035,STARLINK-1054,192.168.10.220/30,192.168.1.14
103035,STARLINK-1054,192.168.28.12/30,192.168.1.14
103035,STARLINK-1054,192.168.27.188/30,192.168.1.14
103035,STARLINK-1471,192.168.40.160/30,192.168.28.13
103035,STARLINK-1471,192.168.26.84/30,192.168.28.13
103035,STARLINK-1471,192.168.26.88/30,192.168.28.13
103035,STARLINK-1471,192.168.26.144/30,192.168.28.13
103035,STARLINK-1471,192.168.11.120/30,192.168.28.13
103035,STARLINK-1471,192.168.11.112/30,192.168.28.13
103035,STARLINK-1471,192.168.11.116/30,192.168.28.13
103035,STARLINK-1471,192.168.28.172/30,192.168.28.13
103035,STARLINK-1471,192.168.1.8/30,192.168.28.13
103035,STARLINK-1471,192.168.1.12/30,192.168.28.13
103035,STARLINK-1471,192.168.27.188/30,192.168.28.13
103035,STARLINK-1471,192.168.30.52/30,192.168.10.222
103035,STARLINK-1471,192.168.4.40/30,192.168.10.222
103035,STARLINK-1471,192.168.19.68/30,192.168.10.222
103035,STARLINK-1791,192.168.40.160/30,192.168.30.53
103035,STARLINK-1791,192.168.26.84/30,192.168.30.53
103035,STARLINK-1791,192.168.26.88/30,192.168.30.53
103035,STARLINK-1791,192.168.26.144/30,192.168.30.53
103035,STARLINK-1791,192.168.11.120/30,192.168.30.53
103035,STARLINK-1791,192.168.11.112/30,192.168.30.53
103035,STARLINK-1791,192.168.11.116/30,192.168.30.53
103035,STARLINK-1791,192.168.28.172/30,192.168.30.53
103035,STARLINK-1791,192.168.1.8/30,192.168.30.53
103035,STARLINK-1791,192.168.1.12/30,192.168.30.53
103035,STARLINK-1791,192.168.27.188/30,192.168.30.53
103035,STARLINK-1791,192.168.28.12/30,192.168.30.53
103035,STARLINK-1791,192.168.10.220/30,192.168.30.53
103035,STARLINK-1791,192.168.19.68/30,192.168.30.53
103035,STARLINK-1791,192.168.4.40/30,192.168.30.53
103035,STARLINK-2431,192.168.40.160/30,192.168.11.117
103035,STARLINK-2431,192.168.26.84/30,192.168.11.117
103035,STARLINK-2431,192.168.26.88/30,192.168.11.117
103035,STARLINK-2431,192.168.26.144/30,192.168.11.117
103035,STARLINK-2431,192.168.11.120/30,192.168.11.117
103035,STARLINK-2431,192.168.11.112/30,192.168.11.117
103035,STARLINK-2431,192.168.30.52/30,192.168.28.174
103035,STARLINK-2431,192.168.4.40/30,192.168.28.174
103035,STARLINK-2431,192.168.19.68/30,192.168.28.174
103035,STARLINK-2431,192.168.10.220/30,192.168.28.174
103035,STARLINK-2431,192.168.28.12/30,192.168.28.174
103035,STARLINK-2431,192.168.27.188/30,192.168.28.174
103035,STARLINK-2431,192.168.1.12/30,192.168.28.174
103035,STARLINK-2431,192.168.1.8/30,192.168.28.174
103035,STARLINK-1062,192.168.40.160/30,192.168.28.173
103035,STARLINK-1062,192.168.26.84/30,192.168.28.173
103035,STARLINK-1062,192.168.26.88/30,192.168.28.173
103035,STARLINK-1062,192.168.26.144/30,192.168.28.173
103035,STARLINK-1062,192.168.11.120/30,192.168.28.173
103035,STARLINK-1062,192.168.11.112/30,192.168.28.173
103035,STARLINK-1062,192.168.11.116/30,192.168.28.173
103035,STARLINK-1062,192.168.30.52/30,192.168.1.9
103035,STARLINK-1062,192.168.4.40/30,192.168.1.9
103035,STARLINK-1062,192.168.19.68/30,192.168.1.9
103035,STARLINK-1062,192.168.10.220/30,192.168.1.9
103035,STARLINK-1062,192.168.28.12/30,192.168.1.9
103035,STARLINK-1062,192.168.27.188/30,192.168.1.9
103035,STARLINK-1062,192.168.1.12/30,192.168.1.9
103035,STARLINK-2380,192.168.40.160/30,192.168.1.13
103035,STARLINK-2380,192.168.26.84/30,192.168.1.13
103035,STARLINK-2380,192.168.26.88/30,192.168.1.13
103035,STARLINK-2380,192.168.26.144/30,192.168.1.13
103035,STARLINK-2380,192.168.11.120/30,192.168.1.13
103035,STARLINK-2380,192.168.11.112/30,192.168.1.13
103035,STARLINK-2380,192.168.11.116/30,192.168.1.13
103035,STARLINK-2380,192.168.28.172/30,192.168.1.13
103035,STARLINK-2380,192.168.1.8/30,192.168.1.13
103035,STARLINK-2380,192.168.30.52/30,192.168.27.190
103035,STARLINK-2380,192.168.4.40/30,192.168.27.190
103035,STARLINK-2380,192.168.19.68/30,192.168.27.190
103035,STARLINK-2380,192.168.10.220/30,192.168.27.190
103035,STARLINK-2380,192.168.28.12/30,192.168.27.190
103035,STARLINK-30533,192.168.30.52/30,192.168.40.162
103035,STARLINK-30533,192.168.4.40/30,192.168.40.162
103035,STARLINK-30533,192.168.19.68/30,192.168.40.162
103035,STARLINK-30533,192.168.10.220/30,192.168.40.162
103035,STARLINK-30533,192.168.28.12/30,192.168.40.162
103035,STARLINK-30533,192.168.27.188/30,192.168.40.162
103035,STARLINK-30533,192.168.1.12/30,192.168.40.162
103035,STARLINK-30533,192.168.1.8/30,192.168.40.162
103035,STARLINK-30533,192.168.28.172/30,192.168.40.162
103035,STARLINK-30533,192.168.11.116/30,192.168.40.162
103035,STARLINK-30533,192.168.11.112/30,192.168.40.162
103035,STARLINK-30533,192.168.11.120/30,192.168.40.162
103035,STARLINK-30533,192.168.26.144/30,192.168.40.162
103035,STARLINK-30533,192.168.26.88/30,192.168.40.162
103035,STARLINK-30533,192.168.26.84/30,192.168.40.162
103038,STARLINK-1152,192.168.40.160/30,192.168.19.69
103038,STARLINK-1152,192.168.26.84/30,192.168.19.69
103038,STARLINK-1152,192.168.26.88/30,192.168.19.69
103038,STARLINK-1152,192.168.26.144/30,192.168.19.69
103038,STARLINK-1152,192.168.11.120/30,192.168.19.69
103038,STARLINK-1152,192.168.11.112/30,192.168.19.69
103038,STARLINK-1152,192.168.11.116/30,192.168.19.69
103038,STARLINK-1152,192.168.28.172/30,192.168.19.69
103038,STARLINK-1152,192.168.1.8/30,192.168.19.69
103038,STARLINK-1152,192.168.1.12/30,192.168.19.69
103038,STARLINK-1152,192.168.27.188/30,192.168.19.69
103038,STARLINK-1152,192.168.28.12/30,192.168.19.69
103038,STARLINK-1152,192.168.10.220/30,192.168.19.69
103038,STARLINK-1152,192.168.30.52/30,192.168.4.42
103038,STARLINK-2160,192.168.40.160/30,192.168.26.89
103038,STARLINK-2160,192.168.26.84/30,192.168.26.89
103038,STARLINK-2160,192.168.30.52/30,192.168.26.146
103038,STARLINK-2160,192.168.4.40/30,192.168.26.146
103038,STARLINK-2160,192.168.19.68/30,192.168.26.146
103038,STARLINK-2160,192.168.10.220/30,192.168.26.146
103038,STARLINK-2160,192.168.28.12/30,192.168.26.146
103038,STARLINK-2160,192.168.27.188/30,192.168.26.146
103038,STARLINK-2160,192.168.1.12/30,192.168.26.146
103038,STARLINK-2160,192.168.1.8/30,192.168.26.146
103038,STARLINK-2160,192.168.28.172/30,192.168.26.146
103038,STARLINK-2160,192.168.11.116/30,192.168.26.146
103038,STARLINK-2160,192.168.11.112/30,192.168.26.146
103038,STARLINK-2160,192.168.11.120/30,192.168.26.146
103038,STARLINK-2394,192.168.40.160/30,192.168.27.189
103038,STARLINK-2394,192.168.26.84/30,192.168.27.189
103038,STARLINK-2394,192.168.26.88/30,192.168.27.189
103038,STARLINK-2394,192.168.26.144/30,192.168.27.189
103038,STARLINK-2394,192.168.11.120/30,192.168.27.189
103038,STARLINK-2394,192.168.11.112/30,192.168.27.189
103038,STARLINK-2394,192.168.11.116/30,192.168.27.189
103038,STARLINK-2394,192.168.28.172/30,192.168.27.189
103038,STARLINK-2394,192.168.1.8/30,192.168.27.189
103038,STARLINK-2394,192.168.1.12/30,192.168.27.189
103038,STARLINK-2394,192.168.30.52/30,192.168.28.14
103038,STARLINK-2394,192.168.4.40/30,192.168.28.14
103038,STARLINK-2394,192.168.19.68/30,192.168.28.14
103038,STARLINK-2394,192.168.10.220/30,192.168.28.14
103038,STARLINK-1484,192.168.40.160/30,192.168.26.145
103038,STARLINK-1484,192.168.26.84/30,192.168.26.145
103038,STARLINK-1484,192.168.26.88/30,192.168.26.145
103038,STARLINK-1484,192.168.30.52/30,192.168.11.122
103038,STARLINK-1484,192.168.4.40/30,192.168.11.122
103038,STARLINK-1484,192.168.19.68/30,192.168.11.122
103038,STARLINK-1484,192.168.10.220/30,192.168.11.122
103038,STARLINK-1484,192.168.28.12/30,192.168.11.122
103038,STARLINK-1484,192.168.27.188/30,192.168.11.122
103038,STARLINK-1484,192.168.1.12/30,192.168.11.122
103038,STARLINK-1484,192.168.1.8/30,192.168.11.122
103038,STARLINK-1484,192.168.28.172/30,192.168.11.122
103038,STARLINK-1484,192.168.11.116/30,192.168.11.122
